,Argonne_ID,DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,Manual_edit
1711,GDSC.PA-TU-8902,ACH-000599,PA-TU-8902,PATU8902,PATU8902_PANCREAS,
1712,gCSI.PA-TU-8902,ACH-000599,PA-TU-8902,PATU8902,PATU8902_PANCREAS,
1713,CTRP.PA-TU-8902,ACH-000599,PA-TU-8902,PATU8902,PATU8902_PANCREAS,
1714,CCLE.SLR26,ACH-000600,SLR 26,SLR26,SLR26_KIDNEY,
1715,CCLE.MIAPACA2,ACH-000601,MIA PaCa-2,MIAPACA2,MIAPACA2_PANCREAS,
1716,GDSC.MIA-PaCa-2,ACH-000601,MIA PaCa-2,MIAPACA2,MIAPACA2_PANCREAS,
1717,gCSI.MIA-PACA-2,ACH-000601,MIA PaCa-2,MIAPACA2,MIAPACA2_PANCREAS,
1718,CTRP.MIA-PaCa-2,ACH-000601,MIA PaCa-2,MIAPACA2,MIAPACA2_PANCREAS,
1719,CCLE.BEN,ACH-000603,BEN,BEN,BEN_LUNG,
1720,GDSC.BEN,ACH-000603,BEN,BEN,BEN_LUNG,
1721,gCSI.BEN,ACH-000603,BEN,BEN,BEN_LUNG,
1722,CTRP.BEN,ACH-000603,BEN,BEN,BEN_LUNG,
1723,CCLE.KYO1,ACH-000604,KYO-1,KYO1,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1724,CTRP.KYO-1,ACH-000604,KYO-1,KYO1,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1725,CCLE.TE6,ACH-000605,TE-6,TE6,TE6_OESOPHAGUS,
1726,GDSC.TE-6,ACH-000605,TE-6,TE6,TE6_OESOPHAGUS,
1727,CTRP.TE-6,ACH-000605,TE-6,TE6,TE6_OESOPHAGUS,
1728,CCLE.PECAPJ34CLONEC12,ACH-000606,PE/CA-PJ34 (clone C12),PECAPJ34CLONEC12,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,
1729,CTRP.PE-CA-PJ34-clone-C12,ACH-000606,PE/CA-PJ34 (clone C12),PECAPJ34CLONEC12,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,
1730,CCLE.KYM1,ACH-000607,KYM-1,KYM1,KYM1_SOFT_TISSUE,
1731,GDSC.KYM-1,ACH-000607,KYM-1,KYM1,KYM1_SOFT_TISSUE,
1732,CTRP.KYM-1,ACH-000607,KYM-1,KYM1,KYM1_SOFT_TISSUE,
1733,CCLE.COV644,ACH-000608,COV644,COV644,COV644_OVARY,
1734,CTRP.COV644,ACH-000608,COV644,COV644,COV644_OVARY,
1735,CCLE.SF126,ACH-000609,SF126,SF126,SF126_CENTRAL_NERVOUS_SYSTEM,
1736,GDSC.SF126,ACH-000609,SF126,SF126,SF126_CENTRAL_NERVOUS_SYSTEM,
1737,CTRP.SF126,ACH-000609,SF126,SF126,SF126_CENTRAL_NERVOUS_SYSTEM,
1738,CCLE.NCIH2227,ACH-000610,NCI-H2227,NCIH2227,NCIH2227_LUNG,
1739,GDSC.NCI-H2227,ACH-000610,NCI-H2227,NCIH2227,NCIH2227_LUNG,
1740,CCLE.SUDHL6,ACH-000611,SU-DHL-6,SUDHL6,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1741,GDSC.SU-DHL-6,ACH-000611,SU-DHL-6,SUDHL6,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1742,gCSI.SU-DHL-6,ACH-000611,SU-DHL-6,SUDHL6,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1743,CTRP.SU-DHL-6,ACH-000611,SU-DHL-6,SUDHL6,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1744,CCLE.HOS,ACH-000613,HOS,HOS,HOS_BONE,
1745,GDSC.HOS,ACH-000613,HOS,HOS,HOS_BONE,
1746,CTRP.HOS,ACH-000613,HOS,HOS,HOS_BONE,
1747,CCLE.RVH421,ACH-000614,RVH-421,RVH421,RVH421_SKIN,
1748,GDSC.RVH-421,ACH-000614,RVH-421,RVH421,RVH421_SKIN,
1749,gCSI.RVH-421,ACH-000614,RVH-421,RVH421,RVH421_SKIN,
1750,CTRP.RVH-421,ACH-000614,RVH-421,RVH421,RVH421_SKIN,
1751,NCI60.SK-MEL-28,ACH-000615,SK-MEL-28,SKMEL28,SKMEL28_SKIN,
1752,CCLE.SKMEL28,ACH-000615,SK-MEL-28,SKMEL28,SKMEL28_SKIN,
1753,GDSC.SK-MEL-28,ACH-000615,SK-MEL-28,SKMEL28,SKMEL28_SKIN,
1754,gCSI.SK-MEL-28,ACH-000615,SK-MEL-28,SKMEL28,SKMEL28_SKIN,
1755,CTRP.SK-MEL-28,ACH-000615,SK-MEL-28,SKMEL28,SKMEL28_SKIN,
1756,CCLE.HS746T,ACH-000616,Hs 746T,HS746T,HS746T_STOMACH,
1757,GDSC.Hs746T,ACH-000616,Hs 746T,HS746T,HS746T_STOMACH,
1758,gCSI.HS-746T,ACH-000616,Hs 746T,HS746T,HS746T_STOMACH,
1759,CTRP.Hs-746T,ACH-000616,Hs 746T,HS746T,HS746T_STOMACH,
1760,NCI60.OVCAR-4,ACH-000617,OVCAR-4,OVCAR4,OVCAR4_OVARY,
1761,CCLE.OVCAR4,ACH-000617,OVCAR-4,OVCAR4,OVCAR4_OVARY,
1762,GDSC.OVCAR-4,ACH-000617,OVCAR-4,OVCAR4,OVCAR4_OVARY,
1763,gCSI.OVCAR-4,ACH-000617,OVCAR-4,OVCAR4,OVCAR4_OVARY,
1764,CTRP.OVCAR-4,ACH-000617,OVCAR-4,OVCAR4,OVCAR4_OVARY,
1765,CCLE.SNU1041,ACH-000618,SNU-1041,SNU1041,SNU1041_UPPER_AERODIGESTIVE_TRACT,
1766,CTRP.SNU-1041,ACH-000618,SNU-1041,SNU1041,SNU1041_UPPER_AERODIGESTIVE_TRACT,
1767,CCLE.PECAPJ15,ACH-000619,PE/CA-PJ15,PECAPJ15,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,
1768,GDSC.PE-CA-PJ15,ACH-000619,PE/CA-PJ15,PECAPJ15,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,
1769,CTRP.PE-CA-PJ15,ACH-000619,PE/CA-PJ15,PECAPJ15,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,
1770,CCLE.JHH1,ACH-000620,JHH-1,JHH1,JHH1_LIVER,
1771,GDSC.JHH-1,ACH-000620,JHH-1,JHH1,JHH1_LIVER,
1772,CTRP.JHH-1,ACH-000620,JHH-1,JHH1,JHH1_LIVER,
1773,CCLE.MDAMB157,ACH-000621,MDA-MB-157,MDAMB157,MDAMB157_BREAST,
1774,GDSC.MDA-MB-157,ACH-000621,MDA-MB-157,MDAMB157,MDAMB157_BREAST,
1775,gCSI.MDA-MB-157,ACH-000621,MDA-MB-157,MDAMB157,MDAMB157_BREAST,
1776,CTRP.MDA-MB-157,ACH-000621,MDA-MB-157,MDAMB157,MDAMB157_BREAST,
1777,CCLE.KNS42,ACH-000622,KNS-42,KNS42,KNS42_CENTRAL_NERVOUS_SYSTEM,
1778,GDSC.KNS-42,ACH-000622,KNS-42,KNS42,KNS42_CENTRAL_NERVOUS_SYSTEM,
1779,CTRP.KNS-42,ACH-000622,KNS-42,KNS42,KNS42_CENTRAL_NERVOUS_SYSTEM,
1780,CCLE.SNU201,ACH-000623,SNU-201,SNU201,SNU201_CENTRAL_NERVOUS_SYSTEM,
1781,CTRP.SNU-201,ACH-000623,SNU-201,SNU201,SNU201_CENTRAL_NERVOUS_SYSTEM,
1782,CCLE.HCC1806,ACH-000624,HCC1806,HCC1806,HCC1806_BREAST,
1783,GDSC.HCC1806,ACH-000624,HCC1806,HCC1806,HCC1806_BREAST,
1784,gCSI.HCC1806,ACH-000624,HCC1806,HCC1806,HCC1806_BREAST,
1785,CTRP.HCC1806,ACH-000624,HCC1806,HCC1806,HCC1806_BREAST,
1786,CCLE.HEP3B217,ACH-000625,Hep 3B2.1-7,HEP3B217,HEP3B217_LIVER,
1787,GDSC.Hep3B2-1-7,ACH-000625,Hep 3B2.1-7,HEP3B217,HEP3B217_LIVER,
1788,gCSI.HEP-3B2-1-7,ACH-000625,Hep 3B2.1-7,HEP3B217,HEP3B217_LIVER,
1789,CTRP.Hep-3B2-1-7,ACH-000625,Hep 3B2.1-7,HEP3B217,HEP3B217_LIVER,
1790,CCLE.U266B1,ACH-000626,U266B1,U266B1,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1791,CTRP.U266B1,ACH-000626,U266B1,U266B1,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1792,CCLE.LCLC103H,ACH-000627,LCLC-103H,LCLC103H,LCLC103H_LUNG,
1793,GDSC.LCLC-103H,ACH-000627,LCLC-103H,LCLC103H,LCLC103H_LUNG,
1794,gCSI.LCLC-103H,ACH-000627,LCLC-103H,LCLC103H,LCLC103H_LUNG,
1795,CTRP.LCLC-103H,ACH-000627,LCLC-103H,LCLC103H,LCLC103H_LUNG,
1796,CCLE.NCIH596,ACH-000628,NCI-H596,NCIH596,NCIH596_LUNG,
1797,GDSC.NCI-H596,ACH-000628,NCI-H596,NCIH596,NCIH596_LUNG,
1798,CCLE.YD8,ACH-000630,YD-8,YD8,YD8_UPPER_AERODIGESTIVE_TRACT,
1799,CTRP.YD-8,ACH-000630,YD-8,YD8,YD8_UPPER_AERODIGESTIVE_TRACT,
1800,CCLE.KS1,ACH-000631,KS-1,KS1,KS1_CENTRAL_NERVOUS_SYSTEM,
1801,GDSC.KS-1,ACH-000631,KS-1,KS1,KS1_CENTRAL_NERVOUS_SYSTEM,
1802,CCLE.HS944T,ACH-000632,Hs 944.T,HS944T,HS944T_SKIN,
1803,CTRP.Hs-944-T,ACH-000632,Hs 944.T,HS944T,HS944T_SKIN,
1804,CCLE.FU97,ACH-000633,FU97,FU97,FU97_STOMACH,
1805,GDSC.FU97,ACH-000633,FU97,FU97,FU97_STOMACH,
1806,gCSI.FU97,ACH-000633,FU97,FU97,FU97_STOMACH,
1807,CTRP.FU97,ACH-000633,FU97,FU97,FU97_STOMACH,
1808,CCLE.RPMI8402,ACH-000636,RPMI-8402,RPMI8402,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1809,GDSC.RPMI-8402,ACH-000636,RPMI-8402,RPMI8402,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1810,CTRP.RPMI-8402,ACH-000636,RPMI-8402,RPMI8402,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1811,CCLE.KYSE520,ACH-000637,KYSE-520,KYSE520,KYSE520_OESOPHAGUS,
1812,GDSC.KYSE-520,ACH-000637,KYSE-520,KYSE520,KYSE520_OESOPHAGUS,
1813,gCSI.KYSE-520,ACH-000637,KYSE-520,KYSE520,KYSE520_OESOPHAGUS,
1814,CTRP.KYSE-520,ACH-000637,KYSE-520,KYSE520,KYSE520_OESOPHAGUS,
1815,CCLE.NCIH441,ACH-000638,NCI-H441,NCIH441,NCIH441_LUNG,
1816,GDSC.NCI-H441,ACH-000638,NCI-H441,NCIH441,NCIH441_LUNG,
1817,gCSI.NCI-H441,ACH-000638,NCI-H441,NCIH441,NCIH441_LUNG,
1818,CTRP.NCI-H441,ACH-000638,NCI-H441,NCIH441,NCIH441_LUNG,
1819,CCLE.NCIH211,ACH-000639,NCI-H211,NCIH211,NCIH211_LUNG,
1820,GDSC.NCI-H211,ACH-000639,NCI-H211,NCIH211,NCIH211_LUNG,
1821,CTRP.NCI-H211,ACH-000639,NCI-H211,NCIH211,NCIH211_LUNG,
1822,CCLE.SKMEL31,ACH-000640,SK-MEL-31,SKMEL31,SKMEL31_SKIN,
1823,GDSC.SK-MEL-31,ACH-000640,SK-MEL-31,SKMEL31,SKMEL31_SKIN,
1824,CTRP.SK-MEL-31,ACH-000640,SK-MEL-31,SKMEL31,SKMEL31_SKIN,
1825,CCLE.CMK,ACH-000641,CMK,CMK,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1826,GDSC.CMK,ACH-000641,CMK,CMK,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1827,CTRP.CMK,ACH-000641,CMK,CMK,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1828,CCLE.HDQP1,ACH-000643,HDQ-P1,HDQP1,HDQP1_BREAST,
1829,GDSC.HDQ-P1,ACH-000643,HDQ-P1,HDQP1,HDQP1_BREAST,
1830,gCSI.HDQ-P1,ACH-000643,HDQ-P1,HDQP1,HDQP1_BREAST,
1831,CTRP.HDQ-P1,ACH-000643,HDQ-P1,HDQP1,HDQP1_BREAST,
1832,CCLE.COLO829,ACH-000644,COLO 829,COLO829,COLO829_SKIN,
1833,GDSC.COLO-829,ACH-000644,COLO 829,COLO829,COLO829_SKIN,
1834,gCSI.COLO-829,ACH-000644,COLO 829,COLO829,COLO829_SKIN,
1835,CTRP.COLO-829,ACH-000644,COLO 829,COLO829,COLO829_SKIN,
1836,CCLE.OVMANA,ACH-000646,OVMANA,OVMANA,OVMANA_OVARY,
1837,CCLE.TE1,ACH-000647,TE-1,TE1,TE1_OESOPHAGUS,
1838,GDSC.TE-1,ACH-000647,TE-1,TE1,TE1_OESOPHAGUS,
1839,CTRP.TE-1,ACH-000647,TE-1,TE1,TE1_OESOPHAGUS,
1840,CCLE.NCIH28,ACH-000648,NCI-H28,NCIH28,NCIH28_PLEURA,
1841,GDSC.NCI-H28,ACH-000648,NCI-H28,NCIH28,NCIH28_PLEURA,
1842,gCSI.NCI-H28,ACH-000648,NCI-H28,NCIH28,NCIH28_PLEURA,
1843,CTRP.NCI-H28,ACH-000648,NCI-H28,NCIH28,NCIH28_PLEURA,
1844,CCLE.786O,ACH-000649,786-O,786O,786O_KIDNEY,Yes
1845,NCI60.786-0,ACH-000649,786-O,786O,786O_KIDNEY,Yes
1846,GDSC.786-0,ACH-000649,786-O,786O,786O_KIDNEY,Yes
1847,CCLE.IGR37,ACH-000650,IGR-37,IGR37,IGR37_SKIN,
1848,GDSC.IGR-37,ACH-000650,IGR-37,IGR37,IGR37_SKIN,
1849,gCSI.IGR-37,ACH-000650,IGR-37,IGR37,IGR37_SKIN,
1850,CTRP.IGR-37,ACH-000650,IGR-37,IGR37,IGR37_SKIN,
1851,NCI60.SW-620,ACH-000651,SW 620,SW620,SW620_LARGE_INTESTINE,
1852,CCLE.SW620,ACH-000651,SW 620,SW620,SW620_LARGE_INTESTINE,
1853,GDSC.SW620,ACH-000651,SW 620,SW620,SW620_LARGE_INTESTINE,
1854,gCSI.SW620,ACH-000651,SW 620,SW620,SW620_LARGE_INTESTINE,
1855,CTRP.SW620,ACH-000651,SW 620,SW620,SW620_LARGE_INTESTINE,
1856,CCLE.SUIT2,ACH-000652,SUIT-2,SUIT2,SUIT2_PANCREAS,
1857,GDSC.SUIT-2,ACH-000652,SUIT-2,SUIT2,SUIT2_PANCREAS,
1858,gCSI.SUIT-2,ACH-000652,SUIT-2,SUIT2,SUIT2_PANCREAS,
1859,CTRP.SUIT-2,ACH-000652,SUIT-2,SUIT2,SUIT2_PANCREAS,
1860,CCLE.JJN3,ACH-000653,JJN-3,JJN3,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1861,GDSC.JJN-3,ACH-000653,JJN-3,JJN3,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1862,CTRP.JJN-3,ACH-000653,JJN-3,JJN3,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1863,CCLE.RAJI,ACH-000654,Raji,RAJI,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1864,GDSC.Raji,ACH-000654,Raji,RAJI,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1865,gCSI.RAJI,ACH-000654,Raji,RAJI,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1866,CTRP.Raji,ACH-000654,Raji,RAJI,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1867,NCI60.SF-268,ACH-000655,SF268,SF268,SF268_CENTRAL_NERVOUS_SYSTEM,
1868,CCLE.SF268,ACH-000655,SF268,SF268,SF268_CENTRAL_NERVOUS_SYSTEM,
1869,GDSC.SF268,ACH-000655,SF268,SF268,SF268_CENTRAL_NERVOUS_SYSTEM,
1870,gCSI.SF268,ACH-000655,SF268,SF268,SF268_CENTRAL_NERVOUS_SYSTEM,
1871,CTRP.SF268,ACH-000655,SF268,SF268,SF268_CENTRAL_NERVOUS_SYSTEM,
1872,CCLE.SUDHL8,ACH-000656,SU-DHL-8,SUDHL8,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1873,GDSC.SU-DHL-8,ACH-000656,SU-DHL-8,SUDHL8,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1874,gCSI.SU-DHL-8,ACH-000656,SU-DHL-8,SUDHL8,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1875,CTRP.SU-DHL-8,ACH-000656,SU-DHL-8,SUDHL8,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1876,CCLE.A2780,ACH-000657,A2780,A2780,A2780_OVARY,
1877,GDSC.A2780,ACH-000657,A2780,A2780,A2780_OVARY,
1878,gCSI.A2780,ACH-000657,A2780,A2780,A2780_OVARY,
1879,CTRP.A2780,ACH-000657,A2780,A2780,A2780_OVARY,
1880,CCLE.KMS-18-2,ACH-000658,KMS-18,KMS18,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Yes
1881,CCLE.SCLC21H,ACH-000659,SCLC-21H,SCLC21H,SCLC21H_LUNG,
1882,GDSC.SCLC-21H,ACH-000659,SCLC-21H,SCLC21H,SCLC21H_LUNG,
1883,gCSI.SCLC-21H,ACH-000659,SCLC-21H,SCLC21H,SCLC21H_LUNG,
1884,CTRP.SCLC-21H,ACH-000659,SCLC-21H,SCLC21H,SCLC21H_LUNG,
1885,CCLE.SUDHL5,ACH-000660,SU-DHL-5,SUDHL5,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1886,GDSC.SU-DHL-5,ACH-000660,SU-DHL-5,SUDHL5,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1887,CCLE.WM1799,ACH-000661,WM1799,WM1799,WM1799_SKIN,
1888,CTRP.WM1799,ACH-000661,WM1799,WM1799,WM1799_SKIN,
1889,CCLE.CORL23,ACH-000662,COR-L23,CORL23,CORL23_LUNG,
1890,GDSC.COR-L23,ACH-000662,COR-L23,CORL23,CORL23_LUNG,
1891,CCLE.OVTOKO,ACH-000663,OVTOKO,OVTOKO,OVTOKO_OVARY,
1892,GDSC.OVTOKO,ACH-000663,OVTOKO,OVTOKO,OVTOKO_OVARY,
1893,gCSI.OVTOKO,ACH-000663,OVTOKO,OVTOKO,OVTOKO_OVARY,
1894,CTRP.OVTOKO,ACH-000663,OVTOKO,OVTOKO,OVTOKO_OVARY,
1895,CCLE.SUDHL1,ACH-000664,SU-DHL-1,SUDHL1,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1896,GDSC.SU-DHL-1,ACH-000664,SU-DHL-1,SUDHL1,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1897,gCSI.SU-DHL-1,ACH-000664,SU-DHL-1,SUDHL1,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1898,CTRP.SU-DHL-1,ACH-000664,SU-DHL-1,SUDHL1,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1899,CCLE.SKMES1,ACH-000665,SK-MES-1,SKMES1,SKMES1_LUNG,
1900,GDSC.SK-MES-1,ACH-000665,SK-MES-1,SKMES1,SKMES1_LUNG,
1901,gCSI.SK-MES-1,ACH-000665,SK-MES-1,SKMES1,SKMES1_LUNG,
1902,CTRP.SK-MES-1,ACH-000665,SK-MES-1,SKMES1,SKMES1_LUNG,
1903,CCLE.NCIH1355,ACH-000666,NCI-H1355,NCIH1355,NCIH1355_LUNG,
1904,GDSC.NCI-H1355,ACH-000666,NCI-H1355,NCIH1355,NCIH1355_LUNG,
1905,gCSI.NCI-H1355,ACH-000666,NCI-H1355,NCIH1355,NCIH1355_LUNG,
1906,CTRP.NCI-H1355,ACH-000666,NCI-H1355,NCIH1355,NCIH1355_LUNG,
1907,CCLE.HCC44,ACH-000667,HCC-44,HCC44,HCC44_LUNG,
1908,GDSC.HCC-44,ACH-000667,HCC-44,HCC44,HCC44_LUNG,
1909,gCSI.HCC-44,ACH-000667,HCC-44,HCC44,HCC44_LUNG,
1910,CTRP.HCC-44,ACH-000667,HCC-44,HCC44,HCC44_LUNG,
1911,CCLE.HCC70,ACH-000668,HCC70,HCC70,HCC70_BREAST,
1912,GDSC.HCC70,ACH-000668,HCC70,HCC70,HCC70_BREAST,
1913,CCLE.SW900,ACH-000669,SW 900,SW900,SW900_LUNG,
1914,GDSC.SW900,ACH-000669,SW 900,SW900,SW900_LUNG,
1915,CCLE.SBC5,ACH-000670,SBC-5,SBC5,SBC5_LUNG,
1916,GDSC.SBC-5,ACH-000670,SBC-5,SBC5,SBC5_LUNG,
1917,CTRP.SBC-5,ACH-000670,SBC-5,SBC5,SBC5_LUNG,
1918,CCLE.HUH6,ACH-000671,HuH-6,HUH6,HUH6_LIVER,
1919,CCLE.IALM,ACH-000672,IA-LM,IALM,IALM_LUNG,
1920,GDSC.IA-LM,ACH-000672,IA-LM,IALM,IALM_LUNG,
1921,CTRP.IA-LM,ACH-000672,IA-LM,IALM,IALM_LUNG,
1922,CCLE.LN443,ACH-000673,LN-443,LN443,LN443_CENTRAL_NERVOUS_SYSTEM,
1923,CCLE.NUGC4,ACH-000674,NUGC-4,NUGC4,NUGC4_STOMACH,
1924,GDSC.NUGC-4,ACH-000674,NUGC-4,NUGC4,NUGC4_STOMACH,
1925,gCSI.NUGC-4,ACH-000674,NUGC-4,NUGC4,NUGC4_STOMACH,
1926,CTRP.NUGC-4,ACH-000674,NUGC-4,NUGC4,NUGC4_STOMACH,
1927,CCLE.NCIH1734,ACH-000675,NCI-H1734,NCIH1734,NCIH1734_LUNG,
1928,GDSC.NCI-H1734,ACH-000675,NCI-H1734,NCIH1734,NCIH1734_LUNG,
1929,CTRP.NCI-H1734,ACH-000675,NCI-H1734,NCIH1734,NCIH1734_LUNG,
1930,CCLE.LN464,ACH-000676,LN-464,LN464,LN464_CENTRAL_NERVOUS_SYSTEM,
1931,CCLE.SW1573,ACH-000677,SW 1573,SW1573,SW1573_LUNG,
1932,GDSC.SW1573,ACH-000677,SW 1573,SW1573,SW1573_LUNG,
1933,gCSI.SW1573,ACH-000677,SW 1573,SW1573,SW1573_LUNG,
1934,CTRP.SW1573,ACH-000677,SW 1573,SW1573,SW1573_LUNG,
1935,CCLE.MKN7,ACH-000678,MKN7,MKN7,MKN7_STOMACH,
1936,GDSC.MKN7,ACH-000678,MKN7,MKN7,MKN7_STOMACH,
1937,CTRP.MKN7,ACH-000678,MKN7,MKN7,MKN7_STOMACH,
1938,CCLE.OE19,ACH-000679,OE-19,OE19,OE19_OESOPHAGUS,
1939,GDSC.OE19,ACH-000679,OE-19,OE19,OE19_OESOPHAGUS,
1940,gCSI.OE19,ACH-000679,OE-19,OE19,OE19_OESOPHAGUS,
1941,CTRP.OE19,ACH-000679,OE-19,OE19,OE19_OESOPHAGUS,
1942,CCLE.SW948,ACH-000680,SW948,SW948,SW948_LARGE_INTESTINE,
1943,GDSC.SW948,ACH-000680,SW948,SW948,SW948_LARGE_INTESTINE,
1944,gCSI.SW948,ACH-000680,SW948,SW948,SW948_LARGE_INTESTINE,
1945,CTRP.SW948,ACH-000680,SW948,SW948,SW948_LARGE_INTESTINE,
1946,NCI60.A549,ACH-000681,A549,A549,A549_LUNG,
1947,CCLE.A549,ACH-000681,A549,A549,A549_LUNG,
1948,GDSC.A549,ACH-000681,A549,A549,A549_LUNG,
1949,gCSI.A549,ACH-000681,A549,A549,A549_LUNG,
1950,CTRP.A549,ACH-000681,A549,A549,A549_LUNG,
1951,CCLE.SNU1066,ACH-000682,SNU-1066,SNU1066,SNU1066_UPPER_AERODIGESTIVE_TRACT,
1952,CTRP.SNU-1066,ACH-000682,SNU-1066,SNU1066,SNU1066_UPPER_AERODIGESTIVE_TRACT,
1953,CCLE.SNU503,ACH-000683,SNU-503,SNU503,SNU503_LARGE_INTESTINE,
1954,CTRP.SNU-503,ACH-000683,SNU-503,SNU503,SNU503_LARGE_INTESTINE,
1955,CCLE.KMRC1,ACH-000684,KMRC-1,KMRC1,KMRC1_KIDNEY,
1956,GDSC.KMRC-1,ACH-000684,KMRC-1,KMRC1,KMRC1_KIDNEY,
1957,gCSI.KMRC-1,ACH-000684,KMRC-1,KMRC1,KMRC1_KIDNEY,
1958,CTRP.KMRC-1,ACH-000684,KMRC-1,KMRC1,KMRC1_KIDNEY,
1959,CCLE.SNU878,ACH-000686,SNU-878,SNU878,SNU878_LIVER,
1960,CTRP.SNU-878,ACH-000686,SNU-878,SNU878,SNU878_LIVER,
1961,CCLE.CI1,ACH-000687,CI-1,CI1,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1962,gCSI.CI-1,ACH-000687,CI-1,CI1,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1963,CTRP.CI-1,ACH-000687,CI-1,CI1,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1964,CCLE.OV7,ACH-000688,OV7,OV7,OV7_OVARY,
1965,GDSC.OV-7,ACH-000688,OV7,OV7,OV7_OVARY,
1966,CTRP.OV7,ACH-000688,OV7,OV7,OV7_OVARY,
1967,CCLE.RH18,ACH-000689,RH-18,RH18,RH18_SOFT_TISSUE,
1968,GDSC.RH-18,ACH-000689,RH-18,RH18,RH18_SOFT_TISSUE,
1969,CTRP.RH-18,ACH-000689,RH-18,RH18,RH18_SOFT_TISSUE,
1970,CCLE.HCC2814,ACH-000690,HCC-2814,HCC2814,HCC2814_LUNG,
1971,CCLE.HCC2157,ACH-000691,HCC2157,HCC2157,HCC2157_BREAST,
1972,GDSC.HCC2157,ACH-000691,HCC2157,HCC2157,HCC2157_BREAST,
1973,CCLE.SNU899,ACH-000692,SNU-899,SNU899,SNU899_UPPER_AERODIGESTIVE_TRACT,
1974,CTRP.SNU-899,ACH-000692,SNU-899,SNU899,SNU899_UPPER_AERODIGESTIVE_TRACT,
1975,CCLE.KYSE180,ACH-000693,KYSE-180,KYSE180,KYSE180_OESOPHAGUS,
1976,GDSC.KYSE-180,ACH-000693,KYSE-180,KYSE180,KYSE180_OESOPHAGUS,
1977,gCSI.KYSE-180,ACH-000693,KYSE-180,KYSE180,KYSE180_OESOPHAGUS,
1978,CTRP.KYSE-180,ACH-000693,KYSE-180,KYSE180,KYSE180_OESOPHAGUS,
1979,CCLE.TE9,ACH-000694,TE-9,TE9,TE9_OESOPHAGUS,
1980,GDSC.TE-9,ACH-000694,TE-9,TE9,TE9_OESOPHAGUS,
1981,CTRP.TE-9,ACH-000694,TE-9,TE9,TE9_OESOPHAGUS,
1982,CCLE.CORL47,ACH-000695,COR-L47,CORL47,CORL47_LUNG,
1983,CTRP.COR-L47,ACH-000695,COR-L47,CORL47,CORL47_LUNG,
1984,NCI60.OVCAR-8,ACH-000696,OVCAR-8,OVCAR8,OVCAR8_OVARY,
1985,CCLE.OVCAR8,ACH-000696,OVCAR-8,OVCAR8,OVCAR8_OVARY,
